名称,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,24时,25时,26时,27时,28时,29时,质量差计数,缺失数据计数
学6栋6411室电表,0.63,0.06,0.04,0.04,0.38,0.04,0.03,0.02,0.41,0.02,0.03,0.32,0.19,0.52,0.12,0.04,0.02,0.01,0.34,2.04,1.44,0.09,0.19,1.33,2.12,1.14,0.04,0.04,0.03,0.04,0,0
学6栋6413室电表,0.19,0.45,0.02,0.01,0.01,0.01,0.27,0.01,0.41,0.89,0.01,0.11,0.82,0.18,0.37,0.08,0.39,0.01,0.08,0.09,0.56,0.4,0.65,0.99,1.13,0.02,0.02,0.26,0.01,0.01,0,0
学6栋6415室电表,1.57,0.35,0.04,0.01,0.02,0.01,0.3,0.01,0.94,0,0,0.02,0.37,0.07,0.11,0.27,0.5,0.26,0.01,0.01,0.43,1.99,2.29,2.45,2.08,1.3,2.01,0.56,0.02,0.01,0,0
学6栋6417室电表,0.65,0.27,0.02,0.23,0.01,0.01,0.23,0.01,0.93,0.18,0,0.99,0.15,0.28,0.02,0.28,0.02,0,0.26,0.42,0.18,0.16,1.52,1.89,2.08,1.89,0.02,0.28,0.01,0.25,0,0
学6栋6419室电表,0.6,1.79,0.43,0.02,0.02,0.01,0.32,0.01,0.06,0,0,0.59,0.1,0.76,0.03,0.06,0.04,0.3,0.02,0.31,0.07,0.77,2.32,2.19,0.57,0.71,0.04,0.01,0.01,0.34,0,0
学6栋6421室电表,1.69,1.13,0.06,0.03,0.27,0.03,0.03,0.28,0.59,0,0,0.3,0.1,0.14,0.35,0.25,0.06,0.01,0.15,0.34,0.15,0.64,1.69,1.18,0.55,0.42,0.05,0.02,0.3,0.02,0,0
学6栋6423室电表,0.44,0.61,2.27,0.27,0.09,0.04,0.28,0.01,0.02,0.01,0.01,0.89,0.37,0.53,0.26,0.27,0.16,0.3,0.02,0.54,1.83,0.49,1.74,2.02,0.54,0.5,2.15,2.06,0.06,0.26,0,0
学6栋6425室电表,0.32,0.05,0.29,0.02,0.28,0.03,0.01,0,0.21,0.1,0.01,0.04,0.06,0.3,0.13,0.49,0.05,0.32,0.11,1.53,0.68,1.46,2.04,2.28,0.53,0.3,0.01,0.04,0.28,0.01,0,0
学6栋6427室电表,2.65,1.79,1.51,0.3,0.01,0.23,0.01,0.01,0.13,0.5,0.45,2.02,0.21,0.41,0.69,0.08,0.35,0.21,0.35,0.49,0.48,0.43,1.25,0.31,1.89,0.81,0.02,0.05,0.25,0.04,0,0
学6栋6429室电表,2.97,1.39,2.63,2.49,2.2,2.46,0.83,0.46,0.45,0.77,0.46,0.48,1.19,1.02,0.69,0.94,0.66,0.78,2.4,1.69,0.79,0.66,2.56,1.61,0.57,0.57,2.3,1.7,0.3,0.32,0,0
学6栋6431室电表,0.01,0.04,1.19,0.09,0.01,0.01,0,0.01,0.01,0,0.36,0.88,0,0.01,0,0.31,0.09,0.01,0.29,0.02,0,0,0.01,0.01,0.67,1.85,0.03,0.01,0.01,0.01,0,0
学6栋6433室电表,0.38,1.25,1.91,0.02,0.02,0.01,0.23,0.05,0.01,0.01,0.04,0.37,0.31,0.25,0.67,0.37,0.47,0.57,0.48,0.22,0.49,2.28,2.19,2.19,1.68,1.23,0.05,0.03,0.02,0.3,0,0
学6栋6435室电表,0.17,1.84,2.09,1.1,0.03,0.03,0.02,0.02,0.65,0.76,0.19,0.61,0.19,0.14,0.56,0.01,0.02,0.02,0.08,0.23,0.19,0.53,2.2,2.09,2.38,2.02,2,0.15,0.02,0.02,0,0
学6栋6436室电表,0.47,0.45,0.04,0.3,0.01,0.05,0.28,0.02,0.02,0.38,0.01,0.28,0.13,0.24,0.06,0.06,0.32,0.09,0.08,1.95,0.1,1.52,2.04,2.03,0.94,0.03,0.3,0.03,0.02,0.28,0,0
学6栋6437室电表,2.41,1.53,0.02,0.02,0.01,0.01,0.31,0.01,0.01,0.78,0.01,0.01,0.8,0.3,0.17,0,0.33,0.01,0.07,0.29,0.62,1.91,1.78,2.03,2.56,0.54,0.02,0.01,0.01,0.02,0,0
学6栋6439室电表,0.28,0.52,0.04,0.01,0.01,0.01,0.38,0.01,0.67,0.74,0.96,0.29,2,1.42,0.14,0.01,0.01,0,0.49,0.64,0.68,1.68,2.59,0.96,0.91,0.04,0.02,0.35,0.02,0.01,0,0
学6栋6440室电表,0.09,0.87,1.51,0.01,0,0.01,0.27,0.01,0,0.89,1.42,0.01,0.01,0.02,0.28,0,0,0.01,0.4,0.02,0.04,0.11,0.39,0.08,0.23,0.03,0.02,0.04,0.25,0,0,0
学6栋6441室电表,2.74,1.2,2.24,0.21,0.02,0.01,0.02,0.37,0.02,0.08,0.01,0.41,0.01,0.16,0.24,0.44,0.01,0.01,0.11,0.73,0.57,0.61,0.59,0.57,2.41,2.16,0.04,0.03,0.01,0.01,0,0
学6栋6443室电表,0.71,0.33,0.02,0.02,0.35,0.01,0.01,0.01,0.36,0.35,0.02,0.02,0.01,0.33,0.01,0.01,0,0.01,0.33,0.29,0.9,2.61,1.62,0.6,0.61,2.16,1.38,0.15,0.02,0.05,0,0
学6栋6450室电表,0.33,0.03,0.03,0.26,0.03,0,0.01,0.27,0,0.22,0.01,0,0.28,0,0.01,0.26,0.01,0.01,0,0.26,0.01,0,0.87,2.03,0.03,0.02,0.02,0.28,0,0.01,0,0
学6栋6501室电表,0.67,0.47,0.02,0.03,0.02,0,0.4,0.05,0.01,0.01,0.01,0.48,0.02,0.03,0.71,0.29,0.01,0,0.47,0.32,0.13,0.82,2.35,2.06,2.24,0.11,0.34,0.16,0.02,0,0,0
学6栋6502室电表,1.35,1.4,0.53,0.06,0.05,0.04,0.05,0.05,1.2,0.05,0.05,0.22,0,0.59,0.81,1.16,0.7,0.05,0.66,1.38,0.23,1.79,1.41,1.84,0.34,0.63,0.1,0.07,0.41,0.04,0,0
学6栋6503室电表,1.17,2.1,1.89,0.01,0.03,0.22,0.01,0,0.23,0.01,0.42,0.02,0.01,0.02,0.02,0.03,0.04,0,0.36,1.99,0.78,0.01,1.31,2.07,1.32,1.37,0.87,0.04,0.03,0.02,0,0
学6栋6505室电表,1.64,0.04,0.04,0.01,0.01,0.01,0.01,0.46,0.07,0,0,0,0,0.45,0.03,0.01,0.01,0,0.01,0.05,0.47,0.04,0.04,0.97,2.36,2.05,0.36,0.01,0.01,0,0,0
学6栋6506室电表,0.24,0.28,0.01,0,0.01,0,0.29,0.01,0.12,0.28,0.01,0,0.01,0.04,0.34,0,0.01,0.01,0.08,1.48,2.17,1.62,2.15,0.17,0.26,0.14,0.01,0,0.01,0.07,0,0
学6栋6507室电表,0.33,0.22,2.14,0.04,0.02,0.01,0.29,0.02,0.04,0.01,0.24,0.08,0.06,0.54,1.99,1.54,0,0,0.01,1.18,2.4,0.86,0.78,2.11,2.33,0.2,0.05,0.03,0.33,0.01,0,0
学6栋6508室电表,2.38,2.03,0.03,0.01,0.02,0.01,0.02,0.37,1.45,1.02,0.01,0.01,0,0.27,0.69,0.27,0.28,0.16,0.55,2.53,2.89,1.29,2.65,2.34,2.32,1.9,0.02,0.01,0.01,0.01,0,0
学6栋6509室电表,0.25,0.26,0.23,0.15,0.36,0.09,0.1,0.1,0.29,0.08,0,0,0,0.59,1.03,0.01,0,0,0.33,0.22,0.79,2.11,1.68,0.96,1.71,0.07,0.07,0.04,0.29,0.02,0,0
学6栋6510室电表,1.65,0.49,0.04,0.02,0.02,0.28,0.02,0.41,0.49,0.46,0.19,0.1,0.13,0.67,0.42,0.14,0.49,0.11,0.21,1.28,2.54,2.14,0.96,0.39,0.27,0.52,0.57,0.02,0.03,0.28,0,0
学6栋6511室电表,1.99,0.02,0,0.01,0,0.33,0.01,0,1.07,0,0,0,0,0.93,0.15,0.33,0.01,0,0.02,0.79,1.03,2.14,2.43,2.19,1.42,0,0.01,0,0.01,0.34,0,0
学6栋6512室电表,2.21,0.61,0.05,0.03,0.02,0.32,0.02,0.02,0.48,1.06,0.08,0.06,0.08,0.47,0.22,0.21,0.21,0.43,0.44,0.43,0.37,2.1,2.72,0.55,0.5,2.1,0.62,0.02,0.02,0.02,0,0
学6栋6513室电表,1.57,1.51,0.08,0.06,0.05,0.05,0.06,0.11,0.31,0,0,0,0,0.84,1.81,0,0.01,0,0.44,0.39,0.28,0.28,2.54,2.34,2.54,2.78,2.6,0.79,0.01,0.01,0,0
学6栋6516室电表,1.57,0.24,0.04,0.02,0.01,0,0.33,0.01,0.82,0,0.01,0,0.32,0.05,0.1,0.07,0.04,0.01,0.52,0.5,2.31,2,2.18,1.3,1.75,0.9,0.02,0,0.01,0,0,0
学6栋6517室电表,2.12,1.91,0.08,0.03,0.01,0.02,0.36,0.01,0.09,0.08,0,0,0,1.25,0.02,0.01,0.01,0.25,0.89,2.11,2.45,2.26,1.44,0.05,0.03,0.08,0.35,0.02,0.02,0.01,0,0
学6栋6518室电表,0.07,0.02,0.31,0.01,0.02,0.01,0.01,0.52,0.04,0,0,0,0,0.69,0.16,0.31,2.3,0.71,0.03,0.03,1.61,2.09,2.12,1.21,0.02,0.03,0.03,0.01,0.36,0,0,0
学6栋6519室电表,0.56,0.21,1.12,0.01,0,0.27,0.01,0.02,0.38,0,0.01,0,0.27,0.04,0.02,0.25,0.01,0.18,0.03,0.47,0.2,0.62,2.28,1.42,0.52,0.37,0.01,0,0.24,0.01,0,0
学6栋6520室电表,1.26,2.49,1.91,1.29,0.02,0.22,0.07,0.03,0.15,0.29,0,0,0,0.72,0.73,0.72,0.36,0.37,0.84,2.79,1.6,1.68,3.05,2.53,2.39,0.41,0.06,0.27,0.03,0.04,0,0
学6栋6521室电表,0.28,0.01,1.95,0.13,0.16,0.01,0.01,0.27,0.43,0.02,0.13,0.01,0.01,0.55,0.41,0.16,0.01,0.23,0.03,0.11,0.36,0.11,0.21,0.18,0.07,0.01,0.44,0.14,0.01,0.14,0,0
学6栋6522室电表,0.04,0.85,0.02,0.01,0,0.01,0,0.19,0.24,0.01,0,0,1.41,1.81,0.14,0.01,0,0,0.02,0,0.02,0.42,0.02,0.48,0.95,0.01,0.01,0.01,0.01,0.01,0,0
学6栋6523室电表,0.31,0.01,0,0,0.01,0,0.01,0,0.06,0,0.01,0,0.01,0.02,0.03,0.01,0,0.09,1.52,2.27,1.67,1.16,2.17,1.46,0.01,0,0,0.01,0,0.01,0,0
学6栋6525室电表,0.03,0.02,0.3,0.01,0.01,0.01,0.01,0.01,0.02,0.43,0.01,0,0.01,0.71,0.8,0.01,0.01,0.27,0.23,1.2,0.22,1.08,1.59,0.72,0.73,0.3,0.03,0.03,0.02,0.01,0,0
学6栋6526室电表,2.05,1.42,0.01,0.03,0.01,0.01,0.31,0.35,0.17,0.34,0,0,0.12,0.4,0.02,0,0.31,0.03,0.03,0.03,1.42,0.42,0.6,0.97,0.02,0.02,0.02,0,0.27,0.01,0,0
学6栋6527室电表,2.27,2.15,0.56,0.07,0.03,0.27,0.02,0.79,0.77,0.27,0,0.01,0,1.13,0.22,0.16,0.17,0.42,0.99,1.68,0.25,0.26,0.51,1.27,0.61,0.27,0.1,0.08,0.33,0.06,0,0
学6栋6536室电表,1.66,2.31,1.38,2.06,0.95,0.11,1.74,0.61,0.01,0.01,0.38,0.21,0,1.85,0.34,0.65,0.09,0,0.37,0.12,0.06,0.39,1.72,0.79,1.75,2.32,1.29,1.21,0.01,0.28,0,0
学6栋6537室电表,0.26,0.04,0.38,0.02,0.02,0.02,0.36,0.02,0.05,0.06,0.05,0.43,0.03,0.37,0.43,0.71,1.88,0,0.59,2.27,1.41,0.12,0.28,0.58,0.58,0.49,1.72,0.07,0.01,0.02,0,0
学6栋6538室电表,0.7,0.78,0.13,0.06,0.04,0.04,0.4,0.08,0.54,0.05,1.24,2.14,0.21,0.05,0.08,0.34,0.02,0,0.01,1.35,0.02,0.04,0.24,2.38,1,1.05,0.62,0.03,0.01,0.01,0,0
学6栋6540室电表,0.34,1.39,0.92,0.01,0,0.01,0.28,0.01,0.81,0.39,0.01,0.01,0.03,0,0.35,0,0.3,0,0.78,0.33,0.32,0.39,0.64,0.45,2.31,0.98,0.01,0,0.01,0.27,0,0
学6栋6542室电表,1.41,1.43,0.01,0.01,0.01,0.02,0.01,0.4,0.52,0.01,0.01,0.01,0.01,0.06,0.42,0.01,0,0.01,0.04,0.59,1.79,2.21,1.87,2.25,1.36,0.1,0.02,0.02,0.02,0.01,0,0
学6栋6546室电表,1.4,0.68,0.29,0,0.01,0.26,0.01,0.21,0.6,0.33,0.24,0.01,0.01,0.57,0.37,0,0.01,0,0.35,0.37,0.37,0.8,1.7,1.88,1.32,1.15,0.11,0.28,0.01,0.26,0,0
学6栋6548室电表,0.21,0.9,1.11,0.09,0.05,0.06,0.05,0.85,0.35,0.66,0.14,0.14,0.15,0.45,0.66,0.15,0.15,0.17,0.18,0.49,0.77,0.56,2.08,0.73,1.34,1.68,0.45,0.07,0.06,0.06,0,0
学6栋6552室电表,2.26,2.14,1.94,0.06,0.01,0.01,0.38,0.02,0.01,0,0.01,0.02,0.08,0.51,0.03,0.04,0.07,0.04,0.41,0.26,0.28,0.22,0.16,0.05,0.65,2.14,1.17,0.02,0.35,0,0,0
学6栋6610室电表,0.5,0.28,0.88,0.99,0.88,0.98,0.89,0.98,0.64,0.28,0.05,0.04,0.02,0.04,0.1,0.08,0.08,0.46,0.46,0.45,0.29,0.35,0.44,0.3,0.28,0.03,0.04,0.02,0.01,0,0,0
学6栋6612室电表,0.43,0.19,0.07,0.06,0.05,0.09,0.05,0.07,0.04,0.05,0.05,0.22,0.36,0.52,0.21,0.04,0.07,0.99,0.94,1.02,0.83,0.9,0.52,0.69,0.36,0.45,0.07,0.06,0.07,0.06,0,0
学6栋6613室电表,0.43,0.26,0.18,0.13,0.11,0.11,0.09,0.09,0.02,0.09,0.03,0.03,0.02,0.02,0.03,0.01,0.01,0.36,0.59,0.67,0.53,0.41,0.24,0.25,0.13,0.04,0.07,0.06,0.02,0.02,0,0
学6栋6616室电表,0.07,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.04,0.05,0.02,0.01,0.09,0.08,0.01,0,0.3,0.29,0.17,0.33,0.67,0.57,0.77,0.71,0.7,0.39,0.04,0.04,0.03,0,0
学6栋6617室电表,1.01,1.14,0.9,0.05,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.01,0.01,0.16,0.28,0.07,0.02,0.02,0.08,0.48,0.27,0.22,0.47,0.26,0.19,0.09,0.04,0.09,0.06,0.04,0,0
学6栋6618室电表,0.38,0.38,0.36,0.12,0.06,0.06,0.06,0.06,0.13,0.52,0.4,0.05,0.01,0.17,0.35,0.43,0.15,0.02,0.05,0.31,0.17,0.24,0.18,0.42,0.35,0.39,0.62,0.73,0.26,0.07,0,0
学6栋6625室电表,0.07,0.06,0.18,0.29,0.44,0.42,0.28,0.01,0.02,0.03,0.01,0.02,0.01,0.01,0.2,0.03,0.06,0.01,0.08,0.46,0.56,0.66,0.62,0.67,0.27,0.13,0.13,0.09,0.06,0.02,0,0
学6栋6633室电表,0.06,0.04,0.04,0.02,0.01,0.01,0.01,0.04,0.12,0.28,0.28,0.02,0,0.23,0.38,0.48,0.31,0,0.04,0.71,0.65,0.51,0.16,0.06,0.07,0.03,0.02,0.02,0.03,0.01,0,0
学6栋6646室电表,0.42,0.12,0.06,0.06,0.06,0.07,0.04,0.19,0.07,0.27,0.25,0.08,0.01,0.16,0.33,0.01,0.01,0,0.04,0.65,0.67,0.49,0.47,0.46,0.11,0.07,0.09,0.05,0.04,0.06,0,0
学6栋6650室电表,0.3,0.26,0.26,0.36,0.25,0.18,0.19,0.18,0.27,0.42,0.28,0.2,0.19,0.36,0.44,0.44,0.39,0.39,0.47,0.44,0.28,0.33,0.38,0.53,0.45,0.39,0.37,0.1,0.06,0.05,0,0
学6栋6652室电表,0.07,0.07,0.02,0.01,0.01,0.01,0.01,0.01,0.16,0.46,0.47,0.03,0.02,0.45,0.56,0.45,0.31,0.01,0.11,0.64,0.02,0.35,0.58,0.52,0.12,0.03,0.01,0.01,0.01,0.01,0,0
学7栋7106室电表,0.28,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.06,0.27,0.04,0.04,0.39,0.16,0.04,0.04,0.17,0.96,0.9,1.01,0.12,0.16,0.15,0.05,0.03,0.03,0.02,0.04,0.03,0,0
学7栋7115室电表,0.55,0.49,0.49,0.53,0.5,0.49,0.06,0.01,0.04,0.01,0.03,0.01,0.01,0.05,0.29,0.51,0.45,0.46,0.54,0.23,0.03,0.05,0.05,0.44,0.81,0.51,0.46,0.5,0.46,0.4,0,0
学7栋7116室电表,0.07,0.02,0.02,0.01,0,0.01,0.01,0,0.02,0,0.01,0,0.01,0.08,0.11,0.01,0,0.01,0.11,0.74,0.6,0.7,0.65,0.61,0.64,0.57,0.57,0.4,0.02,0.01,0,0
学7栋7120室电表,0.03,0.01,0.02,0.01,0.01,0,0.01,0.01,0.02,0,0,0,0.01,0.23,0.4,0.57,0.49,0.53,0.56,0.64,0.57,0.08,0.08,0.06,0.03,0.02,0.01,0.01,0,0.01,0,0
学7栋7121室电表,0.15,0.13,0.14,0.14,0.52,0.14,0.14,0.13,0.2,0.28,0.65,1.45,1.03,0.44,1.23,0.56,0.24,0.93,0.31,0.23,0.13,0.73,0.16,0.13,0.15,0.13,0.14,0.53,0.13,0.14,0,0
学7栋7122室电表,0.05,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.09,0,0,0,0.03,0.27,0.03,0.05,0.03,0.01,0.01,0.21,0.09,0.37,0.23,1.08,1.2,1.04,0.87,0.02,0.03,0.02,0,0
学7栋7133室电表,0.77,0.62,0.08,0.04,0.04,0.03,0.04,0.04,0.04,0.02,0.01,0,0.01,0.23,0.45,0.09,0.02,0.02,0,0.01,0.15,0.11,0.62,0.74,1.25,0.61,0.26,0.03,0.03,0.04,0,0
学7栋7146室电表,0.55,0.55,0.53,0.39,0.05,0.05,0.06,0.05,0.06,0.01,0,0,0.11,0.09,0.11,0.13,0.1,0.11,0.18,0.22,0.16,0.55,0.54,0.53,0.5,0.32,0.06,0.07,0.05,0.07,0,0
学7栋7211室电表,0.11,0.12,0.11,0.09,0.11,0.1,0.09,0.11,0.12,0.1,0.12,0.1,0.11,0.28,0.22,0.1,0.11,0.1,0.15,0.35,0.33,0.3,0.26,0.24,0.1,0.12,0.08,0.08,0.11,0.08,0,0
学7栋7220室电表,0.28,0.01,0,0.01,0,0.01,0,0.01,0.03,0.01,0.01,0,0.01,0.36,0.19,0.01,0,0.01,0.07,0.48,0.55,0.39,0.33,0.26,0.43,0.41,0.17,0.01,0,0.01,0,0
学7栋7237室电表,0.19,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.15,0.14,0.14,0.12,0.13,0.3,0.21,0.13,0.13,0.12,0.16,0.13,0.23,0.23,0.33,0.18,0.13,0.1,0.09,0.08,0.09,0.1,0,0
学7栋7240室电表,0.41,0.06,0.01,0.02,0.03,0.01,0.01,0.01,1.1,0.03,0.03,0.03,0.03,0.5,0.57,1.6,1.21,0.08,0.31,0.45,0.23,0.38,0.39,0.37,0.4,0.23,0.08,0.02,0.01,0.02,0,0
学7栋7308室电表,0.22,0.09,0.05,0.05,0.06,0.05,0.05,0.07,0.14,0.21,0.2,0.17,0.19,0.18,0.14,0.05,0.06,0.05,0.06,0.67,0.62,0.24,0.99,0.26,0.15,0.01,0.01,0.01,0.01,0.01,0,0
学7栋7317室电表,0.28,0.25,0.09,0.06,0.06,0.06,0.06,0.07,0.1,0.08,0.09,0.09,0.1,0.36,0.14,0.06,0.06,0.07,0.06,0.35,0.32,0.14,0.13,0.42,0.21,0.11,0.12,0.08,0.07,0.08,0,0
学7栋7318室电表,1.08,0.29,0.11,0.01,0.01,0.01,0.01,0.01,0.09,0.15,0.15,0.09,0.08,0.18,0.24,0.15,0.16,0.12,0.14,0.5,0.61,0.46,0.44,0.35,0.36,0.35,0.33,0.26,0.21,0.12,0,0
学7栋7336室电表,0.41,0.29,0.22,0.18,0.18,0.04,0.01,0,0.01,0,0,0,0,0,0.17,0.03,0.03,0.02,0.03,0.34,0.39,0.39,0.51,0.66,0.33,0.21,0.04,0.03,0.02,0.01,0,0
学7栋7348室电表,0.25,0.28,0.12,0.02,0.02,0.19,0.29,0.17,0.08,0.09,0.09,0.09,0.05,0.01,0.03,0.04,0.01,0.01,0.03,0.39,0.45,0.45,0.48,0.43,0.36,0.43,0.43,0.42,0.41,0.09,0,0
学7栋7401室电表,0.49,0.46,0.17,0.02,0.02,0.02,0.01,0.01,0.12,0.51,0.5,0.21,0.16,0.19,0.23,0.19,0.17,0.17,0.2,0.22,0.21,0.38,0.2,0.18,0.19,0.17,0.18,0.15,0.17,0.08,0,0
学7栋7402室电表,0.45,0.21,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.05,0.29,0.4,0.43,0.43,0.39,0.35,0.59,0.33,0.47,0.46,0.46,0.43,0.03,0.02,0.01,0.01,0,0
学7栋7403室电表,0.34,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.06,0.12,0.05,0.03,0.09,0.22,0.47,0.62,0.71,0.69,0.44,0.4,0.7,0.51,0.41,0.37,0.43,0.29,0.04,0.04,0.03,0.03,0,0
学7栋7406室电表,0.08,0.01,0.01,0.01,0,0.01,0.01,0.04,0.21,0.34,0.13,0.15,0.11,0.25,0.28,0.26,0.22,0.23,0.25,0.26,0.35,0.39,0.46,0.45,0.22,0.19,0.02,0.01,0.01,0,0,0
学7栋7408室电表,0.23,0.19,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.02,0.01,0.01,0.25,0.7,0.84,0.7,0.67,0.67,0.62,0.62,0.86,0.9,0.81,0.74,0.27,0.03,0.03,0.02,0.02,0.02,0,0
学7栋7410室电表,0.76,0.26,0.17,0.16,0,0.01,0.01,0,0.02,0.07,0.06,0.03,0,0.22,0.09,0.01,0,0.1,0.27,0.26,0.29,0.35,0.51,0.28,0.24,0.42,0.29,0.14,0.01,0,0,0
学7栋7411室电表,0.07,0.07,0.07,0.09,0.06,0.05,0.06,0.05,0.27,0.17,0.1,0.01,0.02,0.24,0.62,0.35,0.25,0.25,0.23,0.25,0.41,0.37,0.56,0.44,0.08,0.09,0.05,0.01,0.03,0.01,0,0
学7栋7422室电表,0.23,0.26,0.24,0.15,0.04,0.01,0,0,0.01,0,0.01,0.04,0.1,0.05,0.04,0.05,0.24,0.24,0.24,0.23,0.25,0.28,0.18,0.18,0.23,0.24,0.28,0.24,0.24,0.25,0,0
学7栋7431室电表,0.37,0.36,0.16,0.04,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.36,0.38,0.36,0.4,0.27,0.25,0.27,0.28,0.36,0.41,0.33,0.15,0,0,0
学7栋7442室电表,0.43,0.26,0.03,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.09,0.13,0.12,0.12,0.06,0.02,0.15,0.29,0.26,0.3,0.21,0.2,0.2,0.39,0.3,0.17,0.18,0.15,0,0
学7栋7446室电表,0.44,0.38,0.19,0.18,0.23,0.25,0.25,0.26,0.26,0.32,0.25,0.27,0.32,0.22,0.19,0.16,0.16,0.16,0.21,0.21,0.26,0.31,0.29,0.4,0.3,0.26,0.25,0.16,0.21,0.19,0,0
学7栋7503室电表,0.5,0.38,0.1,0,0.01,0.01,0,0.01,0.04,0.01,0,0.01,0,0.1,0.22,0.06,0.05,0.22,0.33,0.27,0.29,0.48,0.34,0.36,0.3,0.19,0.01,0.02,0.01,0.01,0,0
学7栋7506室电表,0.51,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0,0.01,0.01,0.27,0.4,0.11,0.13,0.51,0.64,0.4,0.38,0.5,0.59,0.64,0.52,0.09,0.01,0.01,0.01,0.01,0,0
学7栋7507室电表,0.14,0.14,0.14,0.17,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.17,0.24,0.15,0.16,0.17,0.2,0.24,0.17,0.16,0.16,0.05,0.02,0.01,0.01,0.01,0,0
学7栋7511室电表,0.19,0.16,0.12,0.14,0.11,0.12,0.11,0.12,0.07,0.08,0,0.01,0.01,0.11,0.13,0.15,0.12,0.21,0.16,0.16,0.18,0.44,0.62,0.43,0.17,0.13,0.1,0.11,0.09,0.09,0,0
学7栋7512室电表,0.15,0.07,0.09,0.07,0.08,0.06,0.06,0.07,0.07,0.11,0.05,0.06,0.06,0.52,0.29,0.01,0.18,0.35,0.34,0.23,0.17,0.47,0.37,0.5,0.19,0.05,0.01,0.02,0.01,0.01,0,0
学7栋7513室电表,0.56,0.44,0.09,0.02,0.01,0.01,0.01,0.01,0.04,0.03,0.02,0.01,0.02,0.19,0.41,0.02,0.04,0.36,0.5,0.45,0.49,0.64,0.54,0.56,0.57,0.51,0.04,0.03,0.01,0.01,0,0
学7栋7517室电表,1.14,1.01,0.73,0.51,0.57,0.48,0.49,0.49,0.5,0.12,0.46,0.49,0.37,0.14,0.34,0.73,0.6,0.6,0.51,0.54,0.4,0.4,0.24,0.2,0.05,0.02,0.03,0.05,0.02,0.01,0,0
学7栋7522室电表,0.53,0.42,0.39,0.39,0.06,0.03,0.01,0.14,0,0.02,0.01,0.01,0.01,0,0.08,0.2,0.23,0.16,0.01,0.05,0.14,0.22,0.38,0.38,0.27,0.09,0.03,0.03,0.01,0.01,0,0
学7栋7527室电表,0.45,0.41,0.37,0.2,0.11,0.1,0.09,0.11,0.2,0.31,0.29,0.39,0.46,0.5,0.37,0.07,0.07,0.08,0.07,0.49,0.53,0.46,0.36,0.45,0.3,0.19,0.1,0.08,0.07,0.08,0,0
学7栋7532室电表,0.28,0.06,0.02,0.02,0.01,0.01,0.01,0.01,0.04,0.04,0.01,0.31,0.46,0.29,0.08,0.01,0.01,0.01,0.03,0.51,0.49,0.59,0.36,0.28,0.03,0.02,0.01,0.02,0.01,0.01,0,0
学7栋7535室电表,0.21,0.36,0.33,0.19,0.13,0.09,0.09,0.08,0.09,0.08,0.12,0.1,0.1,0.22,0.14,0.12,0.19,0.43,0.34,0.31,0.31,0.22,0.19,0.19,0.17,0.14,0.14,0.16,0.13,0.13,0,0
学7栋7538室电表,0.47,0.29,0.05,0.06,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.07,0.09,0.12,0.06,0.07,0.13,0.16,0.29,0.46,0.38,0.42,0.5,0.44,0.32,0.08,0.02,0.02,0.01,0,0
学7栋7539室电表,0.24,0.21,0.12,0.01,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.08,0.2,0.32,0.29,0.22,0.18,0.23,0.24,0.3,0.3,0.41,0.21,0.18,0.14,0.07,0.08,0.07,0.06,0.03,0,0
学7栋7550室电表,0.42,0.08,0.11,0.01,0.02,0.02,0.01,0,0.01,0.01,0,0.01,0.01,0.24,0.39,0.3,0.38,0.38,0.32,0.28,0.4,0.4,0.39,0.06,0.08,0.06,0.04,0.05,0.04,0.04,0,0
学7栋7609室电表,0.31,0.05,0.02,0.01,0.02,0.02,0.02,0.04,0.08,0.3,0.3,0.29,0.28,0.31,0.29,0.29,0.33,0.36,0.54,0.58,0.53,0.5,0.67,0.54,0.52,0.48,0.23,0.02,0.02,0.02,0,0
学7栋7610室电表,0.43,0.11,0,0.01,0,0.01,0,0.01,0.03,0.15,0.02,0.01,0.04,0.12,0.29,0.34,0.51,0.42,0.49,0.46,0.44,0.48,0.57,0.49,0.3,0.08,0.01,0,0.01,0.01,0,0
